51.506,51.836,54.630,470.000
51.506,51.836,54.630,480.000
51.506,51.836,54.630,480.000
51.506,51.836,54.630,480.000
51.506,51.836,54.630,480.000
51.506,51.836,54.630,480.000
51.506,51.836,54.630,480.000
51.506,51.836,54.630,480.000
51.506,51.836,54.630,480.000
51.506,51.836,54.630,480.000
51.506,51.836,54.630,480.000
51.506,51.836,54.630,480.000
51.506,51.836,54.630,480.000
51.506,51.836,54.630,480.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,500.000
51.506,51.836,54.630,500.000
51.506,51.836,54.630,500.000
51.506,51.836,54.630,500.000
51.506,51.836,54.630,500.000
51.506,51.836,54.630,500.000
51.506,51.836,54.630,500.000
51.506,51.836,54.630,500.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,400.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,490.000
51.506,51.836,54.630,440.000
51.506,51.836,54.630,440.000
51.506,51.836,54.630,440.000
51.506,51.836,54.630,440.000
51.506,51.836,54.630,440.000
51.506,51.836,54.630,440.000
51.506,51.836,54.630,540.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,530.000
51.506,51.836,54.630,530.000
51.506,51.836,54.630,530.000
51.506,51.836,54.630,530.000
51.506,51.836,54.630,530.000
51.506,51.836,54.630,530.000
51.506,51.836,54.630,530.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,510.000
51.506,51.836,54.630,430.000
51.506,51.836,54.630,430.000
51.506,51.836,54.630,430.000
51.506,51.836,54.630,430.000
51.506,51.836,54.630,430.000
51.506,51.836,54.630,430.000
51.506,51.836,54.630,430.000
51.506,51.836,54.630,430.000
51.506,51.836,54.630,430.000
51.506,51.836,54.630,430.000
51.506,51.836,54.630,430.000
51.506,51.836,54.630,430.000
51.506,51.836,54.630,430.000
51.526,51.836,54.630,560.000
51.526,51.836,54.630,560.000
51.526,51.836,54.630,560.000
51.526,51.836,54.630,560.000
51.526,51.836,54.630,560.000
51.546,51.836,54.630,430.000
51.546,51.836,54.630,430.000
51.546,51.836,54.630,430.000
51.546,51.836,54.630,430.000
51.546,51.836,54.630,430.000
51.546,51.836,54.630,430.000
51.546,51.836,54.630,430.000
51.546,51.836,54.630,430.000
